Tag,Inorganic phosphor,Host,1st dopant,1st doping concentration,2nd dopant,2nd doping concentration ,Temp. (K),Emission max. (nm),CIE x coordinate,CIE y coordinate,Int. quantum efficiency (%),Ext. quantum efficiency (%),Thermal quenching temp. (K),Excitation source (nm),1st Excitation max. (nm),2nd Excitation max. (nm),3rd Excitation max. (nm),Decay time (ns),Monitoring energy (nm),Reference,MP-ID,ICSD-ID,Journal,Year
121,Li2Ca0.93GeO4Ce0.01Dy0.06,Li2Ca0.93GeO4,Ce3+,0.01,Dy3+,0.06,298,400,0.312,0.279,,,,353,,,,,,https://doi.org/10.1016/j.jlumin.2010.02.047,mp-1211318,,Journal of Luminescence,2010
122,Li2Ca0.91GeO4Ce0.01Dy0.08,Li2Ca0.91GeO4,Ce3+,0.01,Dy3+,0.08,298,400,0.316,0.285,,,,353,,,,,,https://doi.org/10.1016/j.jlumin.2010.02.047,mp-1211318,,Journal of Luminescence,2010
123,Li2Ca0.89GeO4Ce0.01Dy0.1,Li2Ca0.89GeO4,Ce3+,0.01,Dy3+,0.1,298,400,0.317,0.288,,,,353,,,,,,https://doi.org/10.1016/j.jlumin.2010.02.047,mp-1211318,,Journal of Luminescence,2010
124,LiY8Si6O26Ce1,LiY8Si6O26,Ce3+,1,,,298,400,0.189,0.176,,,,305,,,,,,https://doi.org/10.1021/acs.inorgchem.6b01656,mp-1222506,,Inorganic Chemistry,2016
125,Mg2Y8Si6O26Ce0.01Tb0.01,Mg2Y8Si6O26,Ce3+,0.01,Tb3+,0.01,298,400,0.218,0.241,50,,,292,,,,,,https://doi.org/10.1021/jp204824d,,,Journal of Physical Chemistry C,2011
126,Ca3Gd0.95Ga3B4O15Ce0.05,Ca3Gd0.95Ga3B4O15,Ce3+,0.05,,,298,400,0.1661,0.0686,60,,,344,344,,,26.91,400,https://doi.org/10.1016/j.ceramint.2017.12.082,,,Ceramics International,2018
127,Li6Lu0.97B3O9Ce0.03,Li6Lu0.97B3O9,Ce3+,0.03,,,298,400,0.162,0.015,,,,350,350,,,,400,https://doi.org/10.1039/C4RA12538J,,,RSC Advances,2015
128,NaCa0.99BO3Ce0.01,NaCa0.99BO3,Ce3+,0.01,,,298,400,0.162,0.031,,,,360,,,,54.98,400,https://doi.org/10.1039/C3RA42554A,,,RSC Advances,2013
129,NaCa0.985BO3Ce0.01Mn0.005,NaCa0.985BO3,Ce3+,0.01,Mn2+,0.005,298,400,0.197,0.078,,,,360,,,,48.83,400,https://doi.org/10.1039/C3RA42554A,,,RSC Advances,2013
130,NaCa0.98BO3Ce0.01Mn0.01,NaCa0.98BO3,Ce3+,0.01,Mn2+,0.01,298,400,0.246,0.143,,,,360,,,,43.75,400,https://doi.org/10.1039/C3RA42554A,,,RSC Advances,2013
131,NaCa0.97BO3Ce0.01Mn0.02,NaCa0.97BO3,Ce3+,0.01,Mn2+,0.02,298,400,0.301,0.232,,,,360,,,,35.88,400,https://doi.org/10.1039/C3RA42554A,,,RSC Advances,2013
132,NaCa0.96BO3Ce0.01Mn0.03,NaCa0.96BO3,Ce3+,0.01,Mn2+,0.03,298,400,0.335,0.259,,,465,360,,,,29.93,400,https://doi.org/10.1039/C3RA42554A,,,RSC Advances,2013
133,NaCa0.94BO3Ce0.01Mn0.05,NaCa0.94BO3,Ce3+,0.01,Mn2+,0.05,298,400,0.401,0.271,,,,360,,,,20.25,400,https://doi.org/10.1039/C3RA42554A,,,RSC Advances,2013
134,NaCa0.92BO3Ce0.01Mn0.07,NaCa0.92BO3,Ce3+,0.01,Mn2+,0.07,298,400,0.441,0.254,,,,360,,,,13.46,400,https://doi.org/10.1039/C3RA42554A,,,RSC Advances,2013
135,NaCa0.89BO3Ce0.01Mn0.1,NaCa0.89BO3,Ce3+,0.01,Mn2+,0.1,298,400,0.489,0.246,,,,360,,,,9.17,400,https://doi.org/10.1039/C3RA42554A,,,RSC Advances,2013
136,BaLu5.82Si7O24Ce0.18,BaLu5.82Si7O24,Ce3+,0.18,,,298,402,0.157,0.061,68.4,,,350,350,,,38.3,402,https://doi.org/10.1016/j.dyepig.2016.12.059,,,Dyes and Pigments,2017
137,BaLu5.76Si7O24Ce0.18Tb0.06,BaLu5.76Si7O24,Ce3+,0.18,Tb3+,0.06,298,402,0.168,0.107,71.9,,,350,350,,,,402,https://doi.org/10.1016/j.dyepig.2016.12.059,,,Dyes and Pigments,2017
138,BaLu5.64Si7O24Ce0.18Tb0.18,BaLu5.64Si7O24,Ce3+,0.18,Tb3+,0.18,298,402,0.186,0.184,71.4,,,350,350,,,,402,https://doi.org/10.1016/j.dyepig.2016.12.059,,,Dyes and Pigments,2017
139,Sr2.99MgSi2O8Ce0.01,Sr2.99MgSi2O8,Ce3+,0.01,,,298,403,0.159,0.064,,,,338,338,,,,403,https://doi.org/10.1002/bio.2415,mp-554641,,Luminescence,2012
140,Sr2.98MgSi2O8Ce0.01Dy0.01,Sr2.98MgSi2O8,Ce3+,0.01,Dy3+,0.01,298,403,0.197,0.137,,,,338,,,,,403,https://doi.org/10.1002/bio.2415,mp-554641,,Luminescence,2012
141,Sr2.96MgSi2O8Ce0.01Dy0.03,Sr2.96MgSi2O8,Ce3+,0.01,Dy3+,0.03,298,403,0.212,0.164,,,,338,,,,,403,https://doi.org/10.1002/bio.2415,mp-554641,,Luminescence,2012
142,Sr2.94MgSi2O8Ce0.01Dy0.05,Sr2.94MgSi2O8,Ce3+,0.01,Dy3+,0.05,298,403,0.277,0.256,,,,338,338,,,,403,https://doi.org/10.1002/bio.2415,mp-554641,,Luminescence,2012
143,Sr2.92MgSi2O8Ce0.01Dy0.07,Sr2.92MgSi2O8,Ce3+,0.01,Dy3+,0.07,298,403,0.257,0.236,,,,338,,,,,403,https://doi.org/10.1002/bio.2415,mp-554641,,Luminescence,2012
144,Sr2.90MgSi2O8Ce0.01Dy0.09,Sr2.90MgSi2O8,Ce3+,0.01,Dy3+,0.09,298,403,0.24,0.214,,,,338,,,,,403,https://doi.org/10.1002/bio.2415,mp-554641,,Luminescence,2012
145,Ca1.9Gd7.6Si6O26Ce0.05,Ca1.9Gd7.6Si6O26,Ce3+,0.05,,,298,403,0.186,0.095,10.4,,,287,287,,,,403,https://doi.org/10.1039/C1JM11650A,,,Journal of Materials Chemistry,2011
146,Ca9LaP5O24SiF2Ce0.05,Ca9LaP5O24SiF2,Ce3+,0.05,,,298,404,,,39.7,,,275,275,,,384.82,403,https://doi.org/10.1016/j.optcom.2014.09.010,,,Optics Communications,2015
147,Ca9La0.75P5O24SiF2Ce0.05Tb0.2,Ca9La0.75P5O24SiF2,Ce3+,0.05,Tb3+,0.2,298,404,,,14.8,,,275,275,,,258.93,403,https://doi.org/10.1016/j.optcom.2014.09.010,,,Optics Communications,2015
148,RbCaGdP2O8Ce0.1,RbCaGdP2O8,Ce3+,0.1,,,298,408,0.1701,0.0294,82.77,,,334,334,285,,45.09,408,https://doi.org/10.1016/j.optmat.2016.02.026,,,Optical Materials,2016
149,RbCaGdP2O8Ce0.1Mn0.16,RbCaGdP2O8,Ce3+,0.1,Mn2+,0.16,298,408,0.2883,0.272,46.62,,,334,334,285,,42.37,408,https://doi.org/10.1016/j.optmat.2016.02.026,,,Optical Materials,2016
150,RbCaGdP2O8Ce0.1Mn0.25,RbCaGdP2O8,Ce3+,0.1,Mn2+,0.25,298,408,0.318,0.3312,34.06,,,334,334,285,,26.43,408,https://doi.org/10.1016/j.optmat.2016.02.026,,,Optical Materials,2016
151,RbCaGdP2O8Ce0.1Mn0.3,RbCaGdP2O8,Ce3+,0.1,Mn2+,0.3,298,408,0.3509,0.3856,25.22,,,334,334,285,,18.14,408,https://doi.org/10.1016/j.optmat.2016.02.026,,,Optical Materials,2016
152,Ca3YGa3B4O15Ce0.01,Ca3YGa3B4O15,Ce3+,0.01,,,298,409,0.152,0.061,,,,365,365,,,51.2,409,https://doi.org/10.1021/jp107856d,mp-695475,,Journal of Physical Chemistry C,2011
153,Ca3YGa3B4O15Ce0.01Mn0.01,Ca3YGa3B4O15,Ce3+,0.01,Mn2+,0.01,298,409,0.208,0.079,,,,365,365,,,40.4,409,https://doi.org/10.1021/jp107856d,mp-695475,,Journal of Physical Chemistry C,2011
154,Ca3YGa3B4O15Ce0.01Mn0.03,Ca3YGa3B4O15,Ce3+,0.01,Mn2+,0.03,298,409,0.277,0.162,,,,365,365,,,29.8,409,https://doi.org/10.1021/jp107856d,mp-695475,,Journal of Physical Chemistry C,2011
155,Ca3YGa3B4O15Ce0.01Mn0.05,Ca3YGa3B4O15,Ce3+,0.01,Mn2+,0.05,298,409,0.345,0.221,,,,365,365,,,25.5,409,https://doi.org/10.1021/jp107856d,mp-695475,,Journal of Physical Chemistry C,2011
156,Ca3YGa3B4O15Ce0.01Mn0.1,Ca3YGa3B4O15,Ce3+,0.01,Mn2+,0.1,298,409,0.475,0.342,,,,365,365,,,16.6,409,https://doi.org/10.1021/jp107856d,mp-695475,,Journal of Physical Chemistry C,2011
157,Ca3YGa3B4O15Ce0.01Mn0.2,Ca3YGa3B4O15,Ce3+,0.01,Mn2+,0.2,298,409,0.507,0.371,,,,365,365,,,7.44,409,https://doi.org/10.1021/jp107856d,mp-695475,,Journal of Physical Chemistry C,2011
158,Ba2Y1.86P2O12SiCe0.14,Ba2Y1.86P2O12Si,Ce3+,0.14,,,298,409,0.157,0.08,69.7,,,365,,,,47.7,409,https://doi.org/10.1021/acs.inorgchem.6b01040,,,Inorganic Chemistry,2016
159,Ba2Y1.84P2O12SiCe0.14Tb0.02,Ba2Y1.84P2O12Si,Ce3+,0.14,Tb3+,0.02,298,409,0.164,0.107,83.2,,,365,,,,,,https://doi.org/10.1021/acs.inorgchem.6b01040,,,Inorganic Chemistry,2016
160,Ba2Y1.8P2O12SiCe0.14Tb0.06,Ba2Y1.8P2O12Si,Ce3+,0.14,Tb3+,0.06,298,409,0.175,0.154,84.3,,,365,,,,42.3,409,https://doi.org/10.1021/acs.inorgchem.6b01040,,,Inorganic Chemistry,2016
161,Ca13.9Zn6Ga10O35Dy0.1,Ca13.9Zn6Ga10O35,Dy3+,0.1,,,298,410,,,,,,266,,,,630000,486,https://doi.org/10.1039/C7RA02112G,,,RSC Advances,2017
162,Ca13.9Zn6Ga10O35Dy0.1Mn0.03,Ca13.9Zn6Ga10O35,Dy3+,0.1,Mn4+,0.03,298,410,,,,,,266,,,,468000,486,https://doi.org/10.1039/C7RA02112G,,,RSC Advances,2017
163,Ca13.9Zn6Ga10O35Dy0.1Mn0.09,Ca13.9Zn6Ga10O35,Dy3+,0.1,Mn4+,0.09,298,410,,,,,,266,,,,360000,486,https://doi.org/10.1039/C7RA02112G,,,RSC Advances,2017
164,Ca13.995Al10Zn6O35Bi0.005,Ca13.995Al10Zn6O35,Bi3+,0.005,,,298,410,,,49,,,346,346,,,9870,410,https://doi.org/10.1039/C7RA01285C,,,RSC Advances,2017
165,Ca13.995Al9.999Zn6O35Bi0.005Mn0.001,Ca13.995Al9.999Zn6O35,Bi3+,0.005,Mn4+,0.001,298,410,,,,,,346,,,,9310,410,https://doi.org/10.1039/C7RA01285C,,,RSC Advances,2017
166,Ca13.995Al9.9985Zn6O35Bi0.005Mn0.0015,Ca13.995Al9.9985Zn6O35,Bi3+,0.005,Mn4+,0.0015,298,410,,,,,,346,,,,8980,410,https://doi.org/10.1039/C7RA01285C,,,RSC Advances,2017
167,Ca13.995Al9.998Zn6O35Bi0.005Mn0.002,Ca13.995Al9.998Zn6O35,Bi3+,0.005,Mn4+,0.002,298,410,,,,,,346,,,,8850,410,https://doi.org/10.1039/C7RA01285C,,,RSC Advances,2017
168,Ca13.995Al9.997Zn6O35Bi0.005Mn0.003,Ca13.995Al9.997Zn6O35,Bi3+,0.005,Mn4+,0.003,298,410,,,,,,346,,,,8810,410,https://doi.org/10.1039/C7RA01285C,,,RSC Advances,2017
169,Ca13.995Al9.9965Zn6O35Bi0.005Mn0.0035,Ca13.995Al9.9965Zn6O35,Bi3+,0.005,Mn4+,0.0035,298,410,,,,,,346,,,,8420,410,https://doi.org/10.1039/C7RA01285C,,,RSC Advances,2017
170,Ca13.995Al9.996Zn6O35Bi0.005Mn0.004,Ca13.995Al9.996Zn6O35,Bi3+,0.005,Mn4+,0.004,298,410,,,,,,346,,,,8310,410,https://doi.org/10.1039/C7RA01285C,,,RSC Advances,2017
171,Ca13.995Al9.9Zn6O35Bi0.005Mn0.1,Ca13.995Al9.9Zn6O35,Bi3+,0.005,Mn4+,0.1,298,410,,,,,,346,,,,7570,410,https://doi.org/10.1039/C7RA01285C,,,RSC Advances,2017
172,Ba2YB2O6ClEu0.04Bi0.0005,Ba2YB2O6Cl,Eu3+,0.04,Bi3+,0.0005,298,410,0.251,0.1196,,,,372,,,,,,https://doi.org/10.1021/acs.jpcc.7b00019,mp-866310, icsd-262072,Journal of Physical Chemistry C,2017
173,Ba2YB2O6ClEu0.04Bi0.001,Ba2YB2O6Cl,Eu3+,0.04,Bi3+,0.001,298,410,0.2438,0.1198,,,,372,,,,,,https://doi.org/10.1021/acs.jpcc.7b00019,mp-866310, icsd-262072,Journal of Physical Chemistry C,2017
174,Ba2YB2O6ClEu0.04Bi0.002,Ba2YB2O6Cl,Eu3+,0.04,Bi3+,0.002,298,410,0.2827,0.1372,,,,372,,,,,,https://doi.org/10.1021/acs.jpcc.7b00019,mp-866310, icsd-262072,Journal of Physical Chemistry C,2017
175,Ba2YB2O6ClEu0.04Bi0.005,Ba2YB2O6Cl,Eu3+,0.04,Bi3+,0.005,298,410,0.2952,0.1476,,,,372,,,,,,https://doi.org/10.1021/acs.jpcc.7b00019,mp-866310, icsd-262072,Journal of Physical Chemistry C,2017
176,Ba2YB2O6ClBi0.002Eu0.002,Ba2YB2O6Cl,Bi3+,0.002,Eu3+,0.002,298,410,0.184,0.0695,,,,372,,,,195,410,https://doi.org/10.1021/acs.jpcc.7b00019,mp-866310, icsd-262072,Journal of Physical Chemistry C,2017
177,Ba2YB2O6ClBi0.002Eu0.005,Ba2YB2O6Cl,Bi3+,0.002,Eu3+,0.005,298,410,0.1893,0.0681,,,,372,,,,187,410,https://doi.org/10.1021/acs.jpcc.7b00019,mp-866310, icsd-262072,Journal of Physical Chemistry C,2017
178,Ba2YB2O6ClBi0.002Eu0.01,Ba2YB2O6Cl,Bi3+,0.002,Eu3+,0.01,298,410,0.2155,0.093,,,,372,,,,180,410,https://doi.org/10.1021/acs.jpcc.7b00019,mp-866310, icsd-262072,Journal of Physical Chemistry C,2017
179,Ba2YB2O6ClBi0.002Eu0.02,Ba2YB2O6Cl,Bi3+,0.002,Eu3+,0.02,298,410,0.2389,0.1136,,,,372,,,,170,410,https://doi.org/10.1021/acs.jpcc.7b00019,mp-866310, icsd-262072,Journal of Physical Chemistry C,2017
180,Ba2YB2O6ClBi0.002Eu0.04,Ba2YB2O6Cl,Bi3+,0.002,Eu3+,0.04,298,410,0.2775,0.1314,,,,372,,,,167,410,https://doi.org/10.1021/acs.jpcc.7b00019,mp-866310, icsd-262072,Journal of Physical Chemistry C,2017
181,Ba2YB2O6ClBi0.002Eu0.06,Ba2YB2O6Cl,Bi3+,0.002,Eu3+,0.06,298,410,0.2948,0.1424,,,,372,,,,163,410,https://doi.org/10.1021/acs.jpcc.7b00019,mp-866310, icsd-262072,Journal of Physical Chemistry C,2017
182,Ba2YB2O6ClBi0.002Eu0.08,Ba2YB2O6Cl,Bi3+,0.002,Eu3+,0.08,298,410,0.2622,0.1222,,,,372,,,,167,410,https://doi.org/10.1021/acs.jpcc.7b00019,mp-866310, icsd-262072,Journal of Physical Chemistry C,2017
183,Sr2VO4Cl,Sr2VO4Cl,,,,,298,412,,,16,7.1,,293,293,,,,412,https://doi.org/10.1111/jace.13463,mp-558952, icsd-73946,Journal of the American Ceramic Society,2015
184,Gd0.99BO3Ce0.01,Gd0.99BO3,Ce3+,0.01,,,298,412,0.168,0.018,,,,356,356,,,24.9,412,https://doi.org/10.1016/j.optmat.2014.02.009,"mp-1224628,mp-561949,mp-29762", icsd-87779 icsd-87778,Optical Materials,2014
185,Ca2Al3O6FCe0.08,Ca2Al3O6F,Ce3+,0.08,,,298,413,0.16,0.047,,,,350,350,,,149.29,413,https://doi.org/10.1021/jp304722z,mp-1227590,,Journal of Physical Chemistry C,2012
186,La5.95Ba4Si6O24F2Ce0.05,La5.95Ba4Si6O24F2,Ce3+,0.05,,,298,413,0.1709,0.0482,,,,280,,,,,,https://doi.org/10.1016/j.jlumin.2013.07.035,mp-686674,,Journal of Luminescence,2014
187,La5.85Ba4Si6O24F2Ce0.05Tb0.1,La5.85Ba4Si6O24F2,Ce3+,0.05,Tb3+,0.1,298,413,0.2186,0.2837,,,,280,,,,,,https://doi.org/10.1016/j.jlumin.2013.07.035,mp-686674,,Journal of Luminescence,2014
188,Li2SrSiO4Eu0.01Ce0.0025,Li2SrSiO4,Eu2+,0.01,Ce3+,0.0025,298,413,0.38,0.35,,,,361,361,,,,413,https://doi.org/10.1016/j.jlumin.2008.05.021,mp-1191141, icsd-167334,Journal of Luminescence,2008
189,Li2SrSiO4Eu0.01Ce0.005,Li2SrSiO4,Eu2+,0.01,Ce3+,0.005,298,413,0.32,0.27,,,,361,361,,,,413,https://doi.org/10.1016/j.jlumin.2008.05.021,mp-1191141, icsd-167334,Journal of Luminescence,2008
190,Li2SrSiO4Eu0.01Ce0.0075,Li2SrSiO4,Eu2+,0.01,Ce3+,0.0075,298,413,0.3,0.24,,,,361,361,,,,413,https://doi.org/10.1016/j.jlumin.2008.05.021,mp-1191141, icsd-167334,Journal of Luminescence,2008
191,Li2SrSiO4Eu0.01Ce0.01,Li2SrSiO4,Eu2+,0.01,Ce3+,0.01,298,413,0.31,0.25,,,,361,361,,,,413,https://doi.org/10.1016/j.jlumin.2008.05.021,mp-1191141, icsd-167334,Journal of Luminescence,2008
192,Ba2Y1.94Si4O13Bi0.03,Ba2Y1.94Si4O13,Bi3+,0.03,,,298,414,0.171,0.055,,,,373,,,,147,414,https://doi.org/10.1111/jace.16048,,,Journal of the American Ceramic Society,2018
193,Ba2Y1.86Si4O13Bi0.03Eu0.04,Ba2Y1.86Si4O13,Bi3+,0.03,Eu3+,0.04,298,414,0.23,0.092,,,,373,,,,143,414,https://doi.org/10.1111/jace.16048,,,Journal of the American Ceramic Society,2018
194,Ba2Y1.78Si4O13Bi0.03Eu0.08,Ba2Y1.78Si4O13,Bi3+,0.03,Eu3+,0.08,298,414,0.278,0.12,,,,373,,,,141,414,https://doi.org/10.1111/jace.16048,,,Journal of the American Ceramic Society,2018
195,Ca8La1.98P6O26Ce0.02,Ca8La1.98P6O26,Ce3+,0.02,,,298,415,0.157,0.123,59,,,310,,,,,,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
196,Ca8La1.96P6O26Ce0.04,Ca8La1.96P6O26,Ce3+,0.04,,,298,415,0.16,0.115,67,,,310,310,,,,415,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
197,Ca8La1.94P6O26Ce0.06,Ca8La1.94P6O26,Ce3+,0.06,,,298,415,0.168,0.158,47,,,310,,,,,,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
198,Ca8La1.92P6O26Ce0.08,Ca8La1.92P6O26,Ce3+,0.08,,,298,415,0.171,0.159,44,,,310,,,,,,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
199,Ca8La1.98P6O26Ce0.02,Ca8La1.98P6O26,Ce3+,0.02,,,298,415,0.157,0.123,59,,,310,310,,,,415,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
200,Ca8La1.96P6O26Ce0.04,Ca8La1.96P6O26,Ce3+,0.04,,,298,415,0.16,0.115,67,,,310,310,,,,415,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
201,Ca8La1.94P6O26Ce0.06,Ca8La1.94P6O26,Ce3+,0.06,,,298,415,0.168,0.158,47,,,310,310,,,,415,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
202,Ca8La1.92P6O26Ce0.08,Ca8La1.92P6O26,Ce3+,0.08,,,298,415,0.171,0.159,44,,,310,310,,,,415,https://doi.org/10.1021/jp302252k,,,Journal of Physical Chemistry C,2012
203,Sr2La7.93Si6O24F2Ce0.07,Sr2La7.93Si6O24F2,Ce3+,0.07,,,298,415,0.172,0.049,,,,279,,,,,,https://doi.org/10.1016/j.jssc.2014.12.017,,,Journal of Solid State Chemistry,2015
204,Sr2La7.88Si6O24F2Ce0.07Tb0.05,Sr2La7.88Si6O24F2,Ce3+,0.07,Tb3+,0.05,298,415,0.194,0.256,,,,279,,,,,,https://doi.org/10.1016/j.jssc.2014.12.017,,,Journal of Solid State Chemistry,2015
205,Sr7La2.9P2.5Si3B1.5O26Ce0.01,Sr7La2.9P2.5Si3B1.5O26,Ce3+,0.01,,,298,415,0.177,0.095,,,623,351,351,,,33.663,415,https://doi.org/10.1039/C4TC00217B,,,Journal of Materials Chemistry C,2014
206,Sr6.8La2.9P2.5Si3B1.5O26Ce0.01Mn0.02,Sr6.8La2.9P2.5Si3B1.5O26,Ce3+,0.01,Mn2+,0.02,298,415,0.211,0.158,,,,351,,,,31.171,415,https://doi.org/10.1039/C4TC00217B,,,Journal of Materials Chemistry C,2014
207,Sr6.6La2.9P2.5Si3B1.5O26Ce0.01Mn0.04,Sr6.6La2.9P2.5Si3B1.5O26,Ce3+,0.01,Mn2+,0.04,298,415,0.257,0.21,,,,351,,,,7460000,628,https://doi.org/10.1039/C4TC00217B,,,Journal of Materials Chemistry C,2014
208,Sr6.4La2.9P2.5Si3B1.5O26Ce0.01Mn0.06,Sr6.4La2.9P2.5Si3B1.5O26,Ce3+,0.01,Mn2+,0.06,298,415,0.349,0.275,,,,351,,,,5950000,628,https://doi.org/10.1039/C4TC00217B,,,Journal of Materials Chemistry C,2014
209,Ba2Y3Si3O12F,Ba2Y3Si3O12F,,,,,298,415,0.199,0.151,,,,350,,,,,,https://doi.org/10.1039/C6TC04350J,,,Journal of Materials Chemistry C,2017
210,Ba2Y3Si3O12FEu0.005,Ba2Y3Si3O12F,Eu2+,0.005,,,298,415,0.334,0.28,15.9,5.3,,350,,,,,,https://doi.org/10.1039/C6TC04350J,,,Journal of Materials Chemistry C,2017
211,CaWO4,CaWO4,,,,,298,415,0.149,0.1,31.9,,,248,248,,,9390,415,https://doi.org/10.1039/C6RA01862A,"mp-19426,mp-1190383", icsd-60550 icsd-193491 icsd-60548 icsd-60551 icsd-15869 icsd-155423 icsd-193047 icsd-15586 icsd-60549 icsd-18135 icsd-77335 icsd-157428 icsd-291535 icsd-60547 icsd-155791 icsd-238259 icsd-238258,RSC Advances,2016
212,CaWO4Eu0.01,CaWO4,Eu3+,0.01,,,298,415,0.197,0.109,,,,276,,,,8950,415,https://doi.org/10.1039/C6RA01862A,"mp-19426,mp-1190383", icsd-60550 icsd-193491 icsd-60548 icsd-60551 icsd-15869 icsd-155423 icsd-193047 icsd-15586 icsd-60549 icsd-18135 icsd-77335 icsd-157428 icsd-291535 icsd-60547 icsd-155791 icsd-238259 icsd-238258,RSC Advances,2016
213,CaWO4Eu0.02,CaWO4,Eu3+,0.02,,,298,415,0.222,0.117,,,,276,,,,6820,415,https://doi.org/10.1039/C6RA01862A,"mp-19426,mp-1190383", icsd-60550 icsd-193491 icsd-60548 icsd-60551 icsd-15869 icsd-155423 icsd-193047 icsd-15586 icsd-60549 icsd-18135 icsd-77335 icsd-157428 icsd-291535 icsd-60547 icsd-155791 icsd-238259 icsd-238258,RSC Advances,2016
214,CaWO4Tb0.01,CaWO4,Tb3+,0.01,,,298,415,0.175,0.149,,,,264,,,,3130,415,https://doi.org/10.1039/C6RA01862A,"mp-19426,mp-1190383", icsd-60550 icsd-193491 icsd-60548 icsd-60551 icsd-15869 icsd-155423 icsd-193047 icsd-15586 icsd-60549 icsd-18135 icsd-77335 icsd-157428 icsd-291535 icsd-60547 icsd-155791 icsd-238259 icsd-238258,RSC Advances,2016
215,Sr0.99Zn2P2O8Eu0.01,Sr0.99Zn2P2O8,Eu2+,0.01,,,298,416,0.17,0.06,,,,365,365,,,,416,https://doi.org/10.1063/1.2182026,mp-8810, icsd-68881,Applied Physics Letters,2006
216,Sr0.99Zn1.994P2O8Eu0.01Mn0.006,Sr0.99Zn1.994P2O8,Eu2+,0.01,Mn2+,0.006,298,416,0.26,0.22,,,,365,365,,,,416,https://doi.org/10.1063/1.2182026,mp-8810, icsd-68881,Applied Physics Letters,2006
217,Sr0.99Zn1.99P2O8Eu0.01Mn0.01,Sr0.99Zn1.99P2O8,Eu2+,0.01,Mn2+,0.01,298,416,0.32,0.31,,,,365,365,,,,416,https://doi.org/10.1063/1.2182026,mp-8810, icsd-68881,Applied Physics Letters,2006
218,Sr0.99Zn1.86P2O8Eu0.01Mn0.014,Sr0.99Zn1.86P2O8,Eu2+,0.01,Mn2+,0.014,298,416,0.37,0.37,,,,365,365,,,,416,https://doi.org/10.1063/1.2182026,mp-8810, icsd-68881,Applied Physics Letters,2006
219,Ca4.85P2SiO12Ce0.03,Ca4.85P2SiO12,Ce3+,0.03,,,298,416,0.183,0.133,0.498,,,307,307,,,81.91,416,https://doi.org/10.1039/C3TC00039G,mp-1227400,,Journal of Materials Chemistry C,2013
220,Ca4.8P2SiO12Ce0.03Mn0.01,Ca4.8P2SiO12,Ce3+,0.03,Mn2+,0.01,298,416,0.268,0.179,0.426,,,307,,,,,,https://doi.org/10.1039/C3TC00039G,mp-1227400,,Journal of Materials Chemistry C,2013
221,Ca13.99Al9.995Zn6O35Bi0.01Mn0.005,Ca13.99Al9.995Zn6O35,Bi3+,0.01,Mn4+,0.005,298,417,,,89.1,,,351,351,,,,417,https://doi.org/10.1039/C7RA01285C,,,RSC Advances,2017
222,Ba2Y0.97B2O6ClCe0.03,Ba2Y0.97B2O6Cl,Ce3+,0.03,,,298,420,0.168,0.05,,,,360,360,,,20.3,420,https://doi.org/10.1111/jace.12916,mp-866310, icsd-262072,Journal of the American Ceramic Society,2014
223,Ca3La5.5Si6O24Ce0.5,Ca3La5.5Si6O24,Ce3+,0.5,,,298,420,0.19,0.1,,,,288,288,355,,,420,https://doi.org/10.1111/jace.12846,,,Journal of the American Ceramic Society,2014
224,Na0.34Ca0.66Al1.66Si2.34O8Eu0.07,Na0.34Ca0.66Al1.66Si2.34O8,Eu2+,0.07,,,298,420,,,89,68,473,365,365,,,516,420,https://doi.org/10.1021/ic300956m,,,Inorganic Chemistry,2012
225,NaSrBO3Ce0.01,NaSrBO3,Ce3+,0.01,,,298,420,0.1583,0.0493,74.7,61.6,483,355,355,,,95.947,420,https://doi.org/10.1039/C1JM10765H,mp-556695, icsd-172420 icsd-239003,Journal of Materials Chemistry,2011
226,NaSrBO3Ce0.03,NaSrBO3,Ce3+,0.03,,,298,420,,,,,,355,355,,,82.704,420,https://doi.org/10.1039/C1JM10765H,mp-556695, icsd-172420 icsd-239003,Journal of Materials Chemistry,2011
227,NaSrBO3Ce0.05,NaSrBO3,Ce3+,0.05,,,298,420,,,,,,355,355,,,80.695,420,https://doi.org/10.1039/C1JM10765H,mp-556695, icsd-172420 icsd-239003,Journal of Materials Chemistry,2011
228,NaSrBO3Ce0.07,NaSrBO3,Ce3+,0.07,,,298,420,,,,,,355,355,,,76.659,420,https://doi.org/10.1039/C1JM10765H,mp-556695, icsd-172420 icsd-239003,Journal of Materials Chemistry,2011
229,KBaSc2P3O12Eu0.04,KBaSc2P3O12,Eu2+,0.04,,,298,420,0.153,0.072,30.1,,,300,300,,,454.5,420,https://doi.org/10.1002/cphc.201500387,,,ChemPhysChem,2015
